loan_id,origination_date,state,credit_tier,loan_amount,system_size_kw,loan_term_months,interest_rate,monthly_payment,installer_partner,cents_per_watt_of_solar_electricity,cents_per_watt_of_utility_electricity,is_delinquent,days_past_due
L0565,2024-07-13,CO,A,21399,6.1,180,4.58,164.55,"SunPro Electric",13.81,14.94,FALSE,0
L0566,2024-08-17,MA,A,36989,11.3,240,4.48,233.63,"GreenRoof Energy",13.95,21.71,FALSE,0
L0567,2024-08-17,FL,C,25489,7.3,240,11.56,272.94,"Apex Solar Co",12.92,10.93,TRUE,48
L0568,2024-07-19,FL,A,14768,4.4,240,3.34,84.42,"BrightPath Solar",9.08,12.29,FALSE,0
L0569,2024-08-26,NC,B,35519,9.8,300,5.79,224.3,"BrightPath Solar",11.21,9.8,FALSE,0
L0570,2024-09-23,FL,C,20204,8.1,300,9.33,174.12,"SunPro Electric",9.8,14.45,FALSE,0
L0571,2024-07-09,AZ,A,38573,9.1,240,4.69,248,"Apex Solar Co",11.15,9.13,FALSE,0
L0572,2024-07-27,CA,A,33756,10.6,180,6.35,291.28,"BrightPath Solar",11.23,24.89,FALSE,0
L0573,2024-07-11,TX,B,29122,7.2,240,7.63,236.91,"SunPro Electric",12.93,11.53,FALSE,0
L0574,2024-08-24,NJ,C,30019,7.7,180,11.66,353.8,"Apex Solar Co",14.61,14.17,FALSE,0
L0575,2024-08-23,TX,C,27790,10.3,180,11.74,328.89,"Apex Solar Co",15.66,13.17,FALSE,0
L0576,2024-07-27,FL,B,26981,8.6,300,7.32,196.22,"Apex Solar Co",15.19,11.19,FALSE,0
L0577,2024-07-03,FL,A,49980,13.7,240,4.84,325.52,"TerraWatt Installations",11.74,12.94,FALSE,0
L0578,2024-07-29,TX,C,38743,9.8,300,11.94,406.47,"BrightPath Solar",13.19,8.11,FALSE,0
L0579,2024-09-28,NY,C,12197,4,180,10.71,136.41,"BrightPath Solar",16.7,23.27,FALSE,0
L0580,2024-07-13,CA,A,21909,7.5,240,4.83,142.55,"SunPro Electric",11.12,22.01,FALSE,0
L0581,2024-08-04,FL,A,33790,11.5,300,5.49,207.27,"TerraWatt Installations",12.47,14.98,FALSE,0
L0582,2024-08-04,CA,B,13418,4,300,7.93,102.92,"TerraWatt Installations",8.97,23.89,FALSE,0
L0583,2024-09-29,NC,A,18813,5.5,180,5.48,153.54,"Apex Solar Co",10.78,14.62,FALSE,0
L0584,2024-08-19,TX,C,26751,6.8,240,10.47,266.46,"BrightPath Solar",11.61,12.35,FALSE,0
L0585,2024-09-06,CA,A,30044,8.4,240,6.21,218.86,"SunPro Electric",9.25,28.24,FALSE,0
L0586,2024-07-09,CA,A,34586,9.1,240,5.07,229.68,"SunPro Electric",13.27,23.61,FALSE,0
L0587,2024-08-05,NY,C,44349,13.3,300,10.8,428.34,"Apex Solar Co",14.49,19.43,FALSE,0
L0588,2024-07-11,NC,B,26044,7.5,240,7.92,216.47,"Apex Solar Co",10.19,9.22,TRUE,105
L0589,2024-09-09,NY,A,27833,9.8,300,5.45,170.15,"Apex Solar Co",14.4,22.92,FALSE,0
L0590,2024-07-25,MA,C,34818,11.6,300,10.34,324.76,"Apex Solar Co",13.02,24.79,TRUE,92
L0591,2024-09-15,MA,B,22851,7.4,300,6.34,151.97,"Apex Solar Co",16.55,24.24,FALSE,0
L0592,2024-07-01,CA,C,36612,9.2,240,11.5,390.55,"SunPro Electric",14.1,26.8,FALSE,0
L0593,2024-07-04,TX,C,32023,9.5,240,13.09,377.3,"GreenRoof Energy",9.43,11.36,FALSE,0
L0594,2024-09-23,NC,A,25817,8.8,240,4.11,157.95,"BrightPath Solar",11.92,15.33,FALSE,0
L0595,2024-07-23,NC,A,36664,10.5,180,5.37,296.98,"TerraWatt Installations",11.33,11.69,FALSE,0
L0596,2024-09-27,TX,B,24911,6.6,240,7.78,204.99,"SunPro Electric",10.14,12.37,FALSE,0
L0597,2024-07-11,NJ,B,26922,9,300,7.69,202.21,"Apex Solar Co",10.41,17.02,FALSE,0
L0598,2024-09-13,CA,A,24327,9.5,300,4.6,136.63,"BrightPath Solar",13.35,23.42,FALSE,0
L0599,2024-09-23,NJ,A,37874,10.1,180,3.45,269.82,"BrightPath Solar",11.85,20.34,FALSE,0
L0600,2024-09-28,CA,B,41568,9.9,180,8.28,404.02,"TerraWatt Installations",10.02,28.05,FALSE,0
L0601,2024-08-19,CT,C,39455,11,180,10.82,444.02,"TerraWatt Installations",18.01,22.76,FALSE,0
L0602,2024-07-30,MA,B,39598,9.8,240,8.31,338.79,"SunPro Electric",18.85,23.32,FALSE,0
L0603,2024-09-14,AZ,B,26977,6.9,180,7.97,257.28,"GreenRoof Energy",8.57,14.59,FALSE,0
L0604,2024-07-21,NJ,A,49106,12.5,180,4.29,370.36,"BrightPath Solar",15.07,15.3,FALSE,0
L0605,2024-08-29,NJ,C,27853,8.5,240,9.68,262.85,"BrightPath Solar",15.39,16.38,TRUE,112
L0606,2024-07-27,CO,A,25593,6.1,300,5.01,149.71,"BrightPath Solar",9.33,15.36,FALSE,0
L0607,2024-09-12,CT,B,37441,10.9,240,8.93,335.26,"TerraWatt Installations",14.81,23.25,FALSE,0
L0608,2024-09-27,CA,B,27015,8.9,240,5.01,178.45,"GreenRoof Energy",9.98,24.81,FALSE,0
L0609,2024-08-10,NY,A,25512,6.9,180,6.7,225.12,"GreenRoof Energy",11.93,21.48,FALSE,0
L0610,2024-09-01,MA,A,43139,10.7,180,4.97,340.49,"BrightPath Solar",14.97,25.78,FALSE,0
L0611,2024-07-03,NC,A,19507,5.2,180,5.12,155.52,"Apex Solar Co",10.91,13.86,FALSE,0
L0612,2024-08-30,CA,A,18019,5.1,300,7.18,129.48,"Apex Solar Co",9.64,26.5,FALSE,0
L0613,2024-08-02,MA,A,35586,10.3,180,4.37,269.9,"Apex Solar Co",11.76,22.72,FALSE,0
L0614,2024-09-16,CA,A,28049,8.2,240,4.59,178.87,"SunPro Electric",12.5,28.11,FALSE,0
L0615,2024-09-27,TX,B,21314,7,240,7.42,170.72,"GreenRoof Energy",9.81,14.21,FALSE,0
L0616,2024-07-03,NJ,B,29859,10.3,240,8.2,253.47,"SunPro Electric",16.32,13.83,TRUE,64
L0617,2024-07-15,NC,C,73133,17.1,240,10.3,720.19,"BrightPath Solar",10.96,8.61,TRUE,87
L0618,2024-08-01,NJ,B,41327,10.4,240,7.08,322.32,"BrightPath Solar",14.92,17.38,FALSE,0
L0619,2024-09-21,CT,A,33315,9.9,240,5.28,224.99,"TerraWatt Installations",12.49,20.45,FALSE,0
L0620,2024-09-15,CA,A,22705,5.8,300,5.17,134.98,"BrightPath Solar",13.96,23.45,FALSE,0
L0621,2024-07-15,NC,A,30136,7.4,180,5.67,249.01,"SunPro Electric",10.16,13.67,FALSE,0
L0622,2024-09-01,CA,A,24572,7.8,240,5.2,164.95,"Apex Solar Co",12.12,26.44,FALSE,0
L0623,2024-09-12,NY,A,41600,8.6,300,5.76,261.98,"TerraWatt Installations",11.81,25.05,FALSE,0
L0624,2024-07-24,TX,A,14087,4.5,240,4.42,88.53,"BrightPath Solar",10.84,10.8,FALSE,0
L0625,2024-08-01,AZ,A,39180,10.8,300,4.16,210.27,"SunPro Electric",10.69,17.17,FALSE,0
L0626,2024-08-20,CA,C,33426,9.1,120,10.75,455.65,"TerraWatt Installations",12.59,26.19,FALSE,0
L0627,2024-08-17,CA,A,27121,9.8,180,4.91,213.27,"SunPro Electric",10.02,22.93,FALSE,0
L0628,2024-09-28,NC,C,39900,9.7,300,11.36,401.45,"TerraWatt Installations",15.32,12.72,FALSE,0
L0629,2024-07-17,CA,B,22035,6.7,300,8.29,174.35,"Apex Solar Co",9.12,21.88,FALSE,0
L0630,2024-09-20,CA,A,58447,14.8,240,4.76,377.99,"GreenRoof Energy",11.79,24.6,FALSE,0
L0631,2024-09-21,CA,A,35301,11.4,240,4.75,228.1,"SunPro Electric",10.76,22.76,FALSE,0
L0632,2024-07-24,NJ,B,27448,8.1,240,8.6,239.89,"Apex Solar Co",12.63,15.89,FALSE,0
L0633,2024-09-19,NY,B,16023,4.9,300,7.1,114.24,"Apex Solar Co",13.22,20.26,TRUE,131
L0634,2024-07-31,TX,A,25972,8.8,300,5.4,157.92,"BrightPath Solar",10.89,11.24,FALSE,0
L0635,2024-09-15,CA,C,40895,10.6,300,13.36,472.39,"BrightPath Solar",11.75,28.32,FALSE,0
L0636,2024-09-23,NC,A,40309,11.2,240,3.44,232.62,"TerraWatt Installations",10.48,7.9,FALSE,0
L0637,2024-07-10,NJ,A,28719,9,240,5.35,195.06,"SunPro Electric",16.39,17.96,FALSE,0
L0638,2024-09-26,CT,B,25830,6.8,180,8.31,251.47,"GreenRoof Energy",14.14,27.24,FALSE,0
L0639,2024-09-04,AZ,A,25550,9.2,300,6.97,180.05,"GreenRoof Energy",10.42,8.65,TRUE,57
L0640,2024-08-22,TX,A,50690,12.8,180,3.47,361.74,"SunPro Electric",11.55,9.99,FALSE,0
L0641,2024-08-25,CO,B,23894,6.7,180,8.47,234.89,"SunPro Electric",9.72,15.98,FALSE,0
L0642,2024-07-13,TX,C,29391,8.5,300,9.89,264.76,"SunPro Electric",11.82,10.85,FALSE,0
L0643,2024-08-16,NY,A,33228,9.6,180,5.79,276.71,"Apex Solar Co",14.26,21.27,FALSE,0
L0644,2024-07-06,NY,A,14829,4,300,4.3,80.73,"SunPro Electric",11.73,19.73,FALSE,0
L0645,2024-07-05,TX,B,16402,6.2,300,7.99,126.47,"TerraWatt Installations",10.92,12.97,FALSE,0
L0646,2024-09-04,CA,A,20892,6.1,240,3.73,123.68,"BrightPath Solar",11,24.94,FALSE,0
L0647,2024-09-30,CT,A,37317,9.6,240,4.96,245.37,"SunPro Electric",13.81,23.32,FALSE,0
L0648,2024-07-29,TX,A,26550,7.1,240,5.92,189.02,"TerraWatt Installations",10.7,10.87,FALSE,0
L0649,2024-08-11,FL,C,23176,6.5,240,11.52,247.53,"Apex Solar Co",13.61,13.92,TRUE,86
L0650,2024-09-12,AZ,A,26713,10.1,240,5.32,181.01,"TerraWatt Installations",10.41,14.47,FALSE,0
L0651,2024-08-13,FL,A,22122,6.7,300,5.62,137.4,"Apex Solar Co",9.06,9.66,FALSE,0
L0652,2024-07-06,AZ,A,37674,10.2,300,5.94,241.24,"Apex Solar Co",10.2,15.39,FALSE,0
L0653,2024-07-19,AZ,A,34244,9.1,180,4.76,266.61,"Apex Solar Co",10.62,15.54,FALSE,0
L0654,2024-08-19,CA,C,26094,6.9,180,10.29,285.12,"BrightPath Solar",13.05,23.26,FALSE,0
L0655,2024-09-29,FL,B,38203,9.5,300,7.81,290.13,"Apex Solar Co",10.63,14.87,FALSE,0
L0656,2024-08-17,TX,A,24222,6.1,180,5.04,192.05,"BrightPath Solar",8.72,8.44,FALSE,0
L0657,2024-09-30,CA,A,37918,9.3,120,4.29,389.24,"SunPro Electric",12.9,26.82,FALSE,0
L0658,2024-09-03,FL,B,36164,10.9,240,8,302.49,"GreenRoof Energy",12.27,13.9,FALSE,0
L0659,2024-08-27,MA,A,40078,10.9,180,5.71,331.98,"GreenRoof Energy",13.29,24.1,FALSE,0
L0660,2024-08-12,NJ,A,40356,11.2,240,5.89,286.64,"BrightPath Solar",12.83,13.84,FALSE,0
L0661,2024-08-19,CT,A,31791,9.1,180,5.96,267.65,"GreenRoof Energy",11.91,21.03,FALSE,0
L0662,2024-08-19,NY,A,27409,6.4,240,4.37,171.45,"TerraWatt Installations",12.79,20.95,FALSE,0
L0663,2024-07-07,CT,B,28063,8.6,240,9.22,256.54,"SunPro Electric",17.18,19.8,FALSE,0
L0664,2024-07-08,CA,A,13696,4,240,5,90.37,"GreenRoof Energy",8.53,25.39,FALSE,0
L0665,2024-08-21,FL,C,22704,6.2,240,10.2,222.06,"BrightPath Solar",13.43,16.73,FALSE,0
L0666,2024-07-06,MA,A,36691,9.6,180,6.32,316,"Apex Solar Co",14.09,22.84,FALSE,0
L0667,2024-08-22,CA,B,23169,7.5,120,7.09,270.14,"SunPro Electric",9.62,23.68,FALSE,0
L0668,2024-07-31,CO,C,47066,13.7,240,11.27,494.4,"GreenRoof Energy",13.72,14.98,TRUE,97
L0669,2024-09-05,CT,B,20437,6.9,300,6.37,136.28,"SunPro Electric",13.13,25.12,FALSE,0
L0670,2024-09-03,FL,A,37402,12,300,5.12,221.36,"GreenRoof Energy",6.65,13.92,FALSE,0
L0671,2024-08-02,TX,A,38337,10.7,300,5.27,230.23,"GreenRoof Energy",10.66,10.33,FALSE,0
L0672,2024-08-27,CA,A,24124,9.6,180,5.23,193.68,"BrightPath Solar",13.62,24.23,FALSE,0
L0673,2024-09-15,TX,C,29659,10,300,11.62,304.15,"Apex Solar Co",11.55,12.39,FALSE,0
L0674,2024-08-10,NY,B,20117,6.5,300,7.01,142.36,"GreenRoof Energy",16.11,21.97,FALSE,0
L0675,2024-09-01,AZ,B,40079,11.1,240,5.16,268.11,"GreenRoof Energy",10.61,14.65,TRUE,58
L0676,2024-08-17,TX,B,54914,15.3,180,6.67,483.61,"SunPro Electric",10.18,13.54,TRUE,43
L0677,2024-08-06,NC,A,36112,10.9,240,6.47,268.61,"TerraWatt Installations",10.36,11.54,FALSE,0
L0678,2024-09-30,NJ,C,35616,9.5,240,12.24,398.13,"GreenRoof Energy",17.27,18.92,FALSE,0
L0679,2024-07-10,CA,A,39350,11.1,300,4.95,228.84,"Apex Solar Co",9.93,26.69,FALSE,0
L0680,2024-07-23,MA,A,30141,9.2,300,5.99,193.95,"SunPro Electric",14.7,22.19,FALSE,0
L0681,2024-08-24,NJ,A,44241,11,180,5.58,363.43,"GreenRoof Energy",14.82,17.64,FALSE,0
L0682,2024-09-29,AZ,A,37567,10.8,240,4.98,247.46,"GreenRoof Energy",11.81,15.87,FALSE,0
L0683,2024-07-11,TX,B,30618,8.9,240,7.39,244.56,"GreenRoof Energy",9.12,12.67,FALSE,0
L0684,2024-08-18,NY,C,28121,7.7,300,11.19,279.45,"SunPro Electric",15.71,24.12,FALSE,0
L0685,2024-07-20,NY,A,38198,9.2,180,4.89,299.89,"SunPro Electric",12.9,19.93,FALSE,0
L0686,2024-09-05,AZ,A,35701,11,240,5.23,240.15,"GreenRoof Energy",8.61,16.24,FALSE,0
L0687,2024-09-23,TX,B,31905,12.1,300,6.92,223.78,"Apex Solar Co",11.85,10.82,FALSE,0
L0688,2024-08-21,AZ,C,33695,8.9,300,11.71,347.67,"BrightPath Solar",11.45,11.56,TRUE,94
L0689,2024-08-26,CO,A,18645,5.8,120,5.15,199.13,"GreenRoof Energy",7.43,14.97,FALSE,0
L0690,2024-07-18,NY,B,33307,8.6,240,8.2,282.83,"BrightPath Solar",14.25,24.37,FALSE,0
L0691,2024-07-21,CO,A,29844,8.1,240,3.74,176.78,"TerraWatt Installations",11.55,15.75,FALSE,0
L0692,2024-09-16,CO,C,22892,6.2,300,10.91,222.87,"BrightPath Solar",10.44,15,FALSE,0
L0693,2024-09-06,CA,A,27535,9.4,240,4.67,176.71,"SunPro Electric",9.67,21.04,FALSE,0
L0694,2024-08-31,CA,B,47865,13.4,180,6.7,422.26,"GreenRoof Energy",11.94,23.37,FALSE,0
L0695,2024-07-05,CO,C,38393,11.1,240,9.86,367.03,"BrightPath Solar",13.14,14.19,FALSE,0
L0696,2024-09-07,CT,B,34022,10.6,180,6.38,294.08,"TerraWatt Installations",14.62,22.93,FALSE,0
L0697,2024-08-20,AZ,A,44180,12.2,300,5.52,271.77,"BrightPath Solar",9.02,14.01,FALSE,0
L0698,2024-07-18,NJ,B,23287,7.1,240,5.68,162.56,"BrightPath Solar",14.38,20.14,FALSE,0
L0699,2024-08-17,TX,A,22711,7.1,300,5.64,141.38,"SunPro Electric",10.96,10.69,FALSE,0
L0700,2024-08-01,NY,B,42991,14.4,240,8.88,383.36,"BrightPath Solar",15.29,20.7,FALSE,0
L0701,2024-09-10,AZ,A,20735,8,300,5.47,127,"BrightPath Solar",8.71,13.74,FALSE,0
L0702,2024-09-09,MA,B,45578,11,240,7.76,374.35,"Apex Solar Co",15.52,22.28,FALSE,0
L0703,2024-07-27,CT,A,23761,9.5,240,4.06,144.79,"TerraWatt Installations",13.63,20.89,FALSE,0
L0704,2024-09-24,CA,A,33506,8.3,240,5.78,235.84,"BrightPath Solar",10.53,27.19,FALSE,0
L0705,2024-08-12,CT,A,32417,9.1,180,6.42,281,"SunPro Electric",16.09,23.18,FALSE,0
L0706,2024-07-27,FL,A,26608,7.4,300,5.02,155.86,"GreenRoof Energy",8.14,16.28,FALSE,0
L0707,2024-07-06,MA,A,38028,9.4,300,5.07,223.89,"TerraWatt Installations",13.94,27.35,FALSE,0
L0708,2024-08-01,CO,B,31202,9.3,240,7.11,243.96,"SunPro Electric",11.68,14.15,FALSE,0
L0709,2024-09-12,FL,C,28044,7.7,180,10.59,311.57,"GreenRoof Energy",12.49,12.95,FALSE,0
L0710,2024-07-22,CA,A,26419,8.7,240,4.32,164.65,"SunPro Electric",8.01,24.63,FALSE,0
L0711,2024-07-15,NY,C,14248,4.7,240,10.43,141.55,"GreenRoof Energy",16.39,18.94,FALSE,0
L0712,2024-08-11,AZ,A,31591,10.1,180,4.27,238,"BrightPath Solar",10.08,15.51,FALSE,0
L0713,2024-08-28,FL,B,35987,10.6,240,6.84,275.59,"Apex Solar Co",12.9,12.35,FALSE,0
L0714,2024-07-21,CA,A,40904,11.6,300,5.75,257.44,"Apex Solar Co",12.07,26.83,FALSE,0
L0715,2024-08-12,TX,A,31528,9.1,300,4.17,169.45,"BrightPath Solar",8.82,15.14,FALSE,0
L0716,2024-08-03,AZ,B,57278,13.1,300,6.48,386.15,"GreenRoof Energy",8.96,14.1,FALSE,0
L0717,2024-07-03,FL,A,20419,6.2,240,4.91,133.79,"GreenRoof Energy",7.07,11.66,FALSE,0
L0718,2024-07-17,NC,A,34020,10,180,4.77,264.99,"BrightPath Solar",9.68,11.02,FALSE,0
L0719,2024-09-08,CA,B,32683,10.5,120,8.74,409.49,"GreenRoof Energy",7.5,24.73,FALSE,0
L0720,2024-07-06,NY,A,24545,7.2,180,4.21,184.17,"BrightPath Solar",17.02,20.18,FALSE,0
L0721,2024-08-17,CA,B,23419,8,240,7.64,190.7,"Apex Solar Co",9.83,22.86,FALSE,0
L0722,2024-08-18,CA,C,26149,8.6,180,11.44,304.53,"BrightPath Solar",13.11,25.32,FALSE,0
L0723,2024-07-05,CA,A,57120,13.6,180,4.33,431.95,"BrightPath Solar",9.79,24.23,FALSE,0
L0724,2024-07-17,NY,C,27242,8.2,180,10.2,296.11,"TerraWatt Installations",14.77,22.66,FALSE,0
L0725,2024-07-20,TX,C,24779,6.9,240,10.84,253.01,"Apex Solar Co",12.91,11.67,FALSE,0
L0726,2024-09-22,NY,A,20878,6.4,240,3.89,125.35,"TerraWatt Installations",13.76,23.19,FALSE,0
L0727,2024-07-25,CT,B,32792,11.8,240,6.95,253.3,"GreenRoof Energy",13.99,23.5,FALSE,0
L0728,2024-07-03,CA,B,23965,6.8,240,7.43,191.99,"GreenRoof Energy",10.69,23.54,FALSE,0
L0729,2024-07-02,NY,A,29993,8.2,300,5.38,182.08,"SunPro Electric",11.17,19.13,FALSE,0
L0730,2024-09-04,TX,A,43352,10.9,300,5.25,259.9,"GreenRoof Energy",10.43,10.84,FALSE,0
L0731,2024-08-12,NJ,A,20811,5.8,240,5.71,145.62,"SunPro Electric",13.64,18.56,FALSE,0
L0732,2024-09-01,NJ,A,35902,9.4,240,4.03,218.16,"TerraWatt Installations",9.63,21.54,FALSE,0
L0733,2024-09-23,NJ,A,31451,10,180,4.94,247.66,"BrightPath Solar",10,17.08,FALSE,0
L0734,2024-07-11,TX,C,32366,8,240,11.12,336.79,"GreenRoof Energy",9.14,13.74,FALSE,0
L0735,2024-09-29,CA,A,47666,11,300,5.5,292.85,"BrightPath Solar",11.47,25.84,FALSE,0
L0736,2024-07-09,CA,B,25710,7,300,7.11,183.58,"Apex Solar Co",13.08,24,FALSE,0
L0737,2024-07-03,NJ,B,44991,11.1,240,8.63,394.13,"SunPro Electric",13.59,16.76,FALSE,0
L0738,2024-07-02,CA,B,31770,10.7,240,7.13,248.73,"GreenRoof Energy",13.51,24.51,FALSE,0
L0739,2024-07-07,TX,B,19117,4.8,240,7.52,154.21,"Apex Solar Co",8.86,9.03,FALSE,0
L0740,2024-09-05,TX,B,23331,6.7,240,8.36,200.38,"SunPro Electric",9.85,9.72,FALSE,0
L0741,2024-07-19,AZ,B,36235,11.4,240,8.43,312.83,"SunPro Electric",10.9,13.97,FALSE,0
L0742,2024-09-08,AZ,A,50148,13.4,180,4.82,391.82,"SunPro Electric",9.94,10.5,FALSE,0
L0743,2024-09-13,AZ,A,33827,9.7,240,4.61,215.93,"Apex Solar Co",8.57,15.53,FALSE,0
L0744,2024-09-17,CO,C,23820,6,300,11.68,245.19,"GreenRoof Energy",14.2,10.74,TRUE,42
L0745,2024-08-09,CA,C,37603,10,180,12.16,455.17,"Apex Solar Co",14.24,24.28,FALSE,0
L0746,2024-07-05,FL,A,23704,7.2,240,3.84,141.64,"GreenRoof Energy",12.76,17.43,FALSE,0
L0747,2024-08-08,TX,A,36199,9.3,120,5.03,384.53,"BrightPath Solar",8.41,14.49,FALSE,0
L0748,2024-09-14,NJ,C,24601,6.5,240,11.08,255.29,"Apex Solar Co",18.28,16.96,FALSE,0
L0749,2024-07-31,AZ,C,14184,4,300,11.34,142.51,"SunPro Electric",13.77,11.69,FALSE,0
L0750,2024-09-25,CA,B,28519,8.8,240,8.37,245.24,"GreenRoof Energy",9.57,26.07,FALSE,0
L0751,2024-09-17,CA,B,35224,11.8,300,8.48,283.2,"Apex Solar Co",11.31,22.99,FALSE,0
L0752,2024-07-23,TX,B,36471,10,300,8.48,293.23,"Apex Solar Co",10.03,14.06,FALSE,0
L0753,2024-09-19,CO,C,41798,13,180,11.49,487.96,"SunPro Electric",10.61,13.51,TRUE,90
L0754,2024-09-28,TX,A,34536,8.9,240,4.36,215.95,"TerraWatt Installations",9.83,11.92,FALSE,0
L0755,2024-09-01,FL,B,41019,11,300,7.81,311.35,"BrightPath Solar",9.15,14.53,FALSE,0
L0756,2024-08-12,CA,B,35151,10.4,240,7.34,279.73,"GreenRoof Energy",9.89,26.25,FALSE,0
L0757,2024-07-07,AZ,A,11458,4,180,4.64,88.49,"TerraWatt Installations",9.56,13.18,TRUE,180
L0758,2024-09-10,NJ,B,27422,8.5,180,8.02,262.38,"BrightPath Solar",12.46,20.84,FALSE,0
L0759,2024-08-05,NC,C,34727,9.4,300,12.39,375.69,"SunPro Electric",12.79,12.34,FALSE,0
L0760,2024-09-13,CA,A,33464,11.7,180,4.81,261.33,"TerraWatt Installations",10.74,26.16,FALSE,0
L0761,2024-08-03,NY,B,50300,11,240,6.06,362.18,"TerraWatt Installations",15.61,22.56,FALSE,0
L0762,2024-09-17,FL,B,28912,7.4,300,7.68,217.11,"BrightPath Solar",14.09,14.69,FALSE,0
L0763,2024-08-13,NY,A,21934,7.4,240,6.13,158.84,"BrightPath Solar",14.39,19.92,FALSE,0
L0764,2024-09-02,CT,A,16905,5.6,240,5.27,114.12,"BrightPath Solar",11.9,23.04,FALSE,0
L0765,2024-07-04,CO,A,37243,9.5,240,5.22,250.32,"Apex Solar Co",11.54,15.32,FALSE,0
L0766,2024-07-22,MA,B,37662,10.6,180,7.86,356.99,"SunPro Electric",18.43,22.96,FALSE,0
L0767,2024-09-24,TX,B,22594,7,180,6.94,202.36,"GreenRoof Energy",12.03,10.35,FALSE,0
L0768,2024-08-30,AZ,A,13313,4.6,240,4.89,87.04,"Apex Solar Co",9.73,10.77,FALSE,0
L0769,2024-07-29,NJ,A,30200,9.2,180,3.44,214.96,"TerraWatt Installations",14.3,16.23,FALSE,0
L0770,2024-09-06,NJ,A,24114,7.1,300,5.48,147.75,"TerraWatt Installations",10.54,13.7,FALSE,0
L0771,2024-07-31,FL,B,24941,7.3,180,8.25,241.96,"BrightPath Solar",12.27,10.42,TRUE,180
L0772,2024-08-01,TX,B,40978,12.4,300,8.38,326.54,"Apex Solar Co",8.96,9.01,FALSE,0
L0773,2024-08-15,FL,B,24901,9.4,180,7.68,233.32,"GreenRoof Energy",8.64,14.82,FALSE,0
L0774,2024-08-06,CA,A,15162,5.6,240,4.12,92.87,"SunPro Electric",10.13,23.65,FALSE,0
L0775,2024-09-25,CA,A,31449,9.2,300,6.01,202.85,"SunPro Electric",10.34,25.54,FALSE,0
L0776,2024-08-17,NC,A,34176,8.3,180,6.51,297.97,"SunPro Electric",8.24,12.24,FALSE,0
L0777,2024-09-10,AZ,B,50402,13.1,300,7.03,357.22,"SunPro Electric",12.05,15.86,FALSE,0
L0778,2024-07-06,AZ,C,26804,8.4,120,13.23,403.89,"BrightPath Solar",12.87,13.52,FALSE,0
L0779,2024-09-27,NY,A,39165,11.3,240,5.51,269.66,"SunPro Electric",15.15,21.97,FALSE,0
L0780,2024-08-12,CA,B,17263,4,300,7.46,127.12,"Apex Solar Co",14.14,25.98,FALSE,0
L0781,2024-09-05,CT,B,17226,4,180,7.81,162.76,"TerraWatt Installations",14.32,18.54,FALSE,0
L0782,2024-07-30,TX,A,33526,8.1,180,4.61,258.4,"TerraWatt Installations",11.67,11.3,FALSE,0
L0783,2024-07-11,CT,B,14729,4,300,7.56,109.4,"SunPro Electric",16.72,25.09,FALSE,0
L0784,2024-08-09,FL,A,35870,9.7,240,4.96,235.96,"Apex Solar Co",10.74,12.37,FALSE,0
L0785,2024-09-13,NJ,A,17751,4.2,240,5.37,120.77,"TerraWatt Installations",13.24,16.64,FALSE,0
L0786,2024-07-07,CA,B,13665,4.2,180,8.21,132.24,"TerraWatt Installations",11.41,26.87,FALSE,0
L0787,2024-07-26,NC,B,20868,8.3,240,6.54,156.02,"SunPro Electric",13.87,12.13,FALSE,0
L0788,2024-09-18,CT,B,44111,10.9,240,9.72,417.42,"TerraWatt Installations",13.91,18.91,FALSE,0
L0789,2024-09-14,FL,A,28335,8.4,240,4.99,186.91,"Apex Solar Co",11.39,8.26,TRUE,77
L0790,2024-07-10,CA,A,40634,13.2,300,6.06,263.28,"BrightPath Solar",10.95,26.25,FALSE,0
L0791,2024-08-29,TX,A,33131,10.6,180,5.5,270.68,"BrightPath Solar",9.55,12.72,FALSE,0
L0792,2024-08-31,NC,C,23641,6.8,180,11.51,276.34,"Apex Solar Co",12.71,13.58,FALSE,0
L0793,2024-09-18,TX,A,18939,5.7,300,3.32,92.98,"TerraWatt Installations",12.04,15.63,FALSE,0
L0794,2024-08-03,CA,B,25081,7.8,240,5.82,177.07,"GreenRoof Energy",13.07,25.01,FALSE,0
L0795,2024-07-31,FL,A,38118,12.8,300,3.12,183.09,"Apex Solar Co",9.01,13.69,FALSE,0
L0796,2024-07-21,CT,B,20840,6.7,180,9.03,211.78,"TerraWatt Installations",13.23,19.94,FALSE,0
L0797,2024-09-14,TX,A,39484,10.8,300,5.74,248.2,"Apex Solar Co",13.68,13.39,FALSE,0
L0798,2024-09-08,NJ,A,28060,7.9,180,4.86,219.8,"GreenRoof Energy",11.59,16.28,FALSE,0
L0799,2024-09-22,FL,A,29300,7.6,300,4.78,167.51,"Apex Solar Co",11.41,12.82,FALSE,0
L0800,2024-09-13,TX,B,26830,8.8,240,6.37,197.95,"SunPro Electric",11.6,14.04,FALSE,0
L0801,2024-08-09,MA,A,33732,9.2,180,3.82,246.49,"Apex Solar Co",14.18,21.38,FALSE,0
L0802,2024-07-24,AZ,A,22373,6.9,120,5.52,243.07,"SunPro Electric",10.17,13.01,FALSE,0
L0803,2024-07-31,TX,A,31156,8.6,240,6.12,225.38,"Apex Solar Co",9.76,9.75,FALSE,0
